Email id,From Name,From seniority,From Department,To Name,To seniority,To Department,Email topic,Date,Sentiment,Is opened?,Device,Within work hours,Within workdays
610,Jeannie Moggan,Middle level management,Legal,Maurine Golding,Professional,Legal,Internal Policies and Procedures,3/22/2024,neutral,opened,desktop,yes,yes
611,Jeannie Moggan,Middle level management,Legal,Maurine Golding,Professional,Legal,Project Updates,3/12/2024,neutral,opened,desktop,yes,yes
612,Jeannie Moggan,Middle level management,Legal,Maurine Golding,Professional,Legal,Legal Matters,3/8/2024,positive,opened,mobile,yes,yes
613,Jeannie Moggan,Middle level management,Legal,Maurine Golding,Professional,Legal,Legal Matters,3/27/2024,neutral,opened,desktop,yes,yes
614,Jeannie Moggan,Middle level management,Legal,Maurine Golding,Professional,Legal,Vendor Relations,3/7/2024,positive,opened,desktop,yes,yes
615,Maurine Golding,Professional,Legal,Jeannie Moggan,Middle level management,Legal,Project Updates,3/25/2024,negative,opened,mobile,yes,yes
616,Maurine Golding,Professional,Legal,Jeannie Moggan,Middle level management,Legal,Legal Matters,3/7/2024,neutral,opened,desktop,yes,yes
617,Maurine Golding,Professional,Legal,Jeannie Moggan,Middle level management,Legal,Meeting Scheduling,3/24/2024,neutral,unopened,mobile,no,no
618,Maurine Golding,Professional,Legal,Jeannie Moggan,Middle level management,Legal,Legal Matters,3/29/2024,positive,opened,desktop,yes,yes
619,Maurine Golding,Professional,Legal,Jeannie Moggan,Middle level management,Legal,Meeting Scheduling,3/21/2024,neutral,opened,mobile,yes,yes
620,Maurine Golding,Professional,Legal,Jeannie Moggan,Middle level management,Legal,Legal Matters,3/21/2024,positive,opened,desktop,no,yes
621,Maurine Golding,Professional,Legal,Jeannie Moggan,Middle level management,Legal,Legal Matters,3/25/2024,neutral,opened,desktop,yes,yes
622,Maurine Golding,Professional,Legal,Jeannie Moggan,Middle level management,Legal,Legal Matters,3/13/2024,neutral,opened,desktop,yes,yes
623,Maurine Golding,Professional,Legal,Jeannie Moggan,Middle level management,Legal,Meeting Scheduling,3/27/2024,positive,opened,desktop,yes,yes
624,Maurine Golding,Professional,Legal,Jeannie Moggan,Middle level management,Legal,Legal Matters,3/4/2024,neutral,unopened,desktop,yes,yes
625,Maurine Golding,Professional,Legal,Jeannie Moggan,Middle level management,Legal,Operational Issues,3/29/2024,negative,opened,desktop,yes,yes
626,Jeannie Moggan,Middle level management,Legal,Faythe Vassel,Professional,Legal,Legal Matters,3/24/2024,neutral,opened,desktop,no,no
627,Jeannie Moggan,Middle level management,Legal,Faythe Vassel,Professional,Legal,Vendor Relations,3/5/2024,neutral,opened,mobile,yes,yes
628,Jeannie Moggan,Middle level management,Legal,Faythe Vassel,Professional,Legal,Legal Matters,3/12/2024,positive,opened,desktop,yes,yes
629,Jeannie Moggan,Middle level management,Legal,Faythe Vassel,Professional,Legal,Operational Issues,3/5/2024,neutral,opened,mobile,no,yes
630,Jeannie Moggan,Middle level management,Legal,Faythe Vassel,Professional,Legal,Internal Policies and Procedures,3/27/2024,positive,opened,desktop,yes,yes
631,Jeannie Moggan,Middle level management,Legal,Faythe Vassel,Professional,Legal,Meeting Scheduling,3/18/2024,neutral,opened,desktop,yes,yes
632,Jeannie Moggan,Middle level management,Legal,Faythe Vassel,Professional,Legal,Legal Matters,3/27/2024,positive,opened,desktop,no,yes
633,Jeannie Moggan,Middle level management,Legal,Faythe Vassel,Professional,Legal,Legal Matters,3/8/2024,neutral,unopened,desktop,yes,yes
634,Jeannie Moggan,Middle level management,Legal,Faythe Vassel,Professional,Legal,Legal Matters,3/11/2024,negative,opened,desktop,yes,yes
635,Jeannie Moggan,Middle level management,Legal,Faythe Vassel,Professional,Legal,Legal Matters,3/12/2024,neutral,opened,mobile,yes,yes
636,Jeannie Moggan,Middle level management,Legal,Faythe Vassel,Professional,Legal,Legal Matters,3/27/2024,neutral,opened,desktop,yes,yes
637,Jeannie Moggan,Middle level management,Legal,Faythe Vassel,Professional,Legal,Project Updates,3/13/2024,negative,unopened,desktop,yes,yes
638,Faythe Vassel,Professional,Legal,Jeannie Moggan,Middle level management,Legal,Operational Issues,3/27/2024,positive,opened,desktop,no,yes
639,Faythe Vassel,Professional,Legal,Jeannie Moggan,Middle level management,Legal,Operational Issues,3/28/2024,neutral,opened,desktop,yes,yes
640,Faythe Vassel,Professional,Legal,Jeannie Moggan,Middle level management,Legal,Legal Matters,3/18/2024,positive,unopened,mobile,yes,yes
641,Faythe Vassel,Professional,Legal,Jeannie Moggan,Middle level management,Legal,Project Updates,3/27/2024,positive,opened,desktop,yes,yes
642,Faythe Vassel,Professional,Legal,Jeannie Moggan,Middle level management,Legal,Legal Matters,3/13/2024,neutral,opened,desktop,no,yes
643,Faythe Vassel,Professional,Legal,Jeannie Moggan,Middle level management,Legal,Security Alerts,3/29/2024,neutral,opened,desktop,no,yes
644,Faythe Vassel,Professional,Legal,Jeannie Moggan,Middle level management,Legal,Project Updates,3/28/2024,positive,opened,desktop,yes,yes
645,Faythe Vassel,Professional,Legal,Jeannie Moggan,Middle level management,Legal,Legal Matters,3/27/2024,positive,opened,desktop,yes,yes
646,Faythe Vassel,Professional,Legal,Jeannie Moggan,Middle level management,Legal,Legal Matters,3/28/2024,positive,opened,desktop,no,yes
647,Faythe Vassel,Professional,Legal,Jeannie Moggan,Middle level management,Legal,Operational Issues,3/26/2024,positive,opened,desktop,yes,yes
648,Faythe Vassel,Professional,Legal,Jeannie Moggan,Middle level management,Legal,Project Updates,3/11/2024,neutral,opened,desktop,no,yes
649,Faythe Vassel,Professional,Legal,Jeannie Moggan,Middle level management,Legal,Legal Matters,3/27/2024,neutral,opened,desktop,yes,yes
650,Faythe Vassel,Professional,Legal,Jeannie Moggan,Middle level management,Legal,Operational Issues,3/13/2024,neutral,opened,mobile,yes,yes
651,Traci Habbal,Middle level management,Marketing,Roger Tabbernor,Professional,Marketing,HR related topics,3/14/2024,neutral,opened,desktop,yes,yes
652,Traci Habbal,Middle level management,Marketing,Roger Tabbernor,Professional,Marketing,Sales and Marketing,3/19/2024,neutral,opened,desktop,no,yes
653,Traci Habbal,Middle level management,Marketing,Roger Tabbernor,Professional,Marketing,Vendor Relations,3/30/2024,neutral,opened,desktop,no,no
654,Traci Habbal,Middle level management,Marketing,Roger Tabbernor,Professional,Marketing,Vendor Relations,3/13/2024,neutral,opened,desktop,yes,yes
655,Traci Habbal,Middle level management,Marketing,Roger Tabbernor,Professional,Marketing,Meeting Scheduling,3/5/2024,neutral,opened,mobile,no,yes
656,Traci Habbal,Middle level management,Marketing,Roger Tabbernor,Professional,Marketing,Sales and Marketing,3/6/2024,neutral,opened,desktop,yes,yes
657,Traci Habbal,Middle level management,Marketing,Roger Tabbernor,Professional,Marketing,Sales and Marketing,3/15/2024,neutral,opened,desktop,yes,yes
658,Traci Habbal,Middle level management,Marketing,Lazarus O'Halleghane,Professional,Marketing,Project Updates,3/18/2024,neutral,opened,desktop,yes,yes
659,Traci Habbal,Middle level management,Marketing,Lazarus O'Halleghane,Professional,Marketing,Legal Matters,3/26/2024,negative,opened,desktop,yes,yes
660,Traci Habbal,Middle level management,Marketing,Lazarus O'Halleghane,Professional,Marketing,Project Updates,3/14/2024,positive,opened,desktop,yes,yes
661,Traci Habbal,Middle level management,Marketing,Lazarus O'Halleghane,Professional,Marketing,Sales and Marketing,3/27/2024,neutral,opened,mobile,yes,yes
662,Traci Habbal,Middle level management,Marketing,Lazarus O'Halleghane,Professional,Marketing,Sales and Marketing,3/28/2024,neutral,opened,desktop,yes,yes
663,Traci Habbal,Middle level management,Marketing,Lazarus O'Halleghane,Professional,Marketing,Meeting Scheduling,3/24/2024,neutral,opened,desktop,no,no
664,Traci Habbal,Middle level management,Marketing,Karine Barclay,Professional,Marketing,Vendor Relations,3/13/2024,negative,opened,desktop,yes,yes
665,Traci Habbal,Middle level management,Marketing,Karine Barclay,Professional,Marketing,Sales and Marketing,3/15/2024,neutral,opened,desktop,no,yes
666,Traci Habbal,Middle level management,Marketing,Karine Barclay,Professional,Marketing,Sales and Marketing,3/12/2024,positive,opened,mobile,yes,yes
667,Traci Habbal,Middle level management,Marketing,Karine Barclay,Professional,Marketing,Operational Issues,3/11/2024,neutral,opened,desktop,yes,yes
668,Traci Habbal,Middle level management,Marketing,Karine Barclay,Professional,Marketing,Sales and Marketing,3/20/2024,neutral,opened,mobile,yes,yes
669,Traci Habbal,Middle level management,Marketing,Karine Barclay,Professional,Marketing,Sales and Marketing,3/14/2024,neutral,opened,mobile,yes,yes
670,Traci Habbal,Middle level management,Marketing,Karine Barclay,Professional,Marketing,Legal Matters,3/22/2024,negative,opened,desktop,yes,yes
671,Traci Habbal,Middle level management,Marketing,Karine Barclay,Professional,Marketing,Product Development,3/27/2024,neutral,opened,desktop,yes,yes
672,Traci Habbal,Middle level management,Marketing,Karine Barclay,Professional,Marketing,Sales and Marketing,3/13/2024,neutral,opened,desktop,yes,yes
673,Traci Habbal,Middle level management,Marketing,Petronille Jouen,Professional,Marketing,Vendor Relations,3/27/2024,neutral,opened,mobile,no,yes
674,Traci Habbal,Middle level management,Marketing,Petronille Jouen,Professional,Marketing,Sales and Marketing,3/29/2024,positive,opened,desktop,yes,yes
675,Traci Habbal,Middle level management,Marketing,Petronille Jouen,Professional,Marketing,Sales and Marketing,3/29/2024,neutral,unopened,desktop,yes,yes
676,Traci Habbal,Middle level management,Marketing,Petronille Jouen,Professional,Marketing,Training and Development,3/11/2024,positive,opened,desktop,yes,yes
677,Traci Habbal,Middle level management,Marketing,Petronille Jouen,Professional,Marketing,Meeting Scheduling,3/19/2024,neutral,unopened,mobile,yes,yes
678,Traci Habbal,Middle level management,Marketing,Petronille Jouen,Professional,Marketing,Sales and Marketing,3/13/2024,neutral,opened,desktop,no,yes
679,Traci Habbal,Middle level management,Marketing,Petronille Jouen,Professional,Marketing,Operational Issues,3/20/2024,negative,opened,desktop,yes,yes
680,Traci Habbal,Middle level management,Marketing,Petronille Jouen,Professional,Marketing,Operational Issues,3/26/2024,negative,unopened,mobile,yes,yes
681,Traci Habbal,Middle level management,Marketing,Petronille Jouen,Professional,Marketing,Meeting Scheduling,3/28/2024,neutral,opened,mobile,yes,yes
682,Traci Habbal,Middle level management,Marketing,Petronille Jouen,Professional,Marketing,Meeting Scheduling,3/18/2024,positive,opened,mobile,yes,yes
683,Traci Habbal,Middle level management,Marketing,Dorie Parradine,Professional,Marketing,Project Updates,3/24/2024,neutral,opened,desktop,no,no
684,Traci Habbal,Middle level management,Marketing,Dorie Parradine,Professional,Marketing,Sales and Marketing,3/28/2024,negative,opened,desktop,yes,yes
685,Traci Habbal,Middle level management,Marketing,Dorie Parradine,Professional,Marketing,Sales and Marketing,3/30/2024,neutral,opened,desktop,no,no
686,Traci Habbal,Middle level management,Marketing,Dorie Parradine,Professional,Marketing,Sales and Marketing,3/2/2024,positive,opened,desktop,no,no
687,Traci Habbal,Middle level management,Marketing,Dorie Parradine,Professional,Marketing,Vendor Relations,3/26/2024,positive,opened,desktop,yes,yes
688,Traci Habbal,Middle level management,Marketing,Dorie Parradine,Professional,Marketing,Sales and Marketing,3/27/2024,neutral,opened,desktop,yes,yes
689,Traci Habbal,Middle level management,Marketing,Dorie Parradine,Professional,Marketing,Internal Policies and Procedures,3/16/2024,neutral,opened,mobile,no,no
690,Traci Habbal,Middle level management,Marketing,Dorie Parradine,Professional,Marketing,Sales and Marketing,3/29/2024,neutral,opened,desktop,no,yes
691,Traci Habbal,Middle level management,Marketing,Dorie Parradine,Professional,Marketing,Internal Policies and Procedures,3/7/2024,neutral,opened,desktop,yes,yes
692,Dorie Parradine,Professional,Marketing,Traci Habbal,Middle level management,Marketing,Sales and Marketing,3/6/2024,neutral,opened,desktop,no,yes
693,Dorie Parradine,Professional,Marketing,Traci Habbal,Middle level management,Marketing,Sales and Marketing,3/15/2024,positive,opened,mobile,yes,yes
694,Dorie Parradine,Professional,Marketing,Traci Habbal,Middle level management,Marketing,Sales and Marketing,3/7/2024,neutral,opened,desktop,yes,yes
695,Dorie Parradine,Professional,Marketing,Traci Habbal,Middle level management,Marketing,Operational Issues,3/27/2024,positive,opened,mobile,yes,yes
696,Dorie Parradine,Professional,Marketing,Traci Habbal,Middle level management,Marketing,Project Updates,3/15/2024,positive,opened,mobile,yes,yes
697,Dorie Parradine,Professional,Marketing,Traci Habbal,Middle level management,Marketing,Sales and Marketing,3/12/2024,positive,opened,desktop,yes,yes
698,Petronille Jouen,Professional,Marketing,Traci Habbal,Middle level management,Marketing,Meeting Scheduling,3/29/2024,neutral,opened,mobile,yes,yes
699,Petronille Jouen,Professional,Marketing,Traci Habbal,Middle level management,Marketing,Sales and Marketing,3/22/2024,neutral,opened,mobile,yes,yes
700,Petronille Jouen,Professional,Marketing,Traci Habbal,Middle level management,Marketing,Sales and Marketing,3/26/2024,neutral,opened,desktop,yes,yes
701,Karine Barclay,Professional,Marketing,Traci Habbal,Middle level management,Marketing,Project Updates,3/2/2024,neutral,opened,desktop,no,no
702,Karine Barclay,Professional,Marketing,Traci Habbal,Middle level management,Marketing,Meeting Scheduling,3/29/2024,negative,opened,desktop,yes,yes
703,Karine Barclay,Professional,Marketing,Traci Habbal,Middle level management,Marketing,Meeting Scheduling,3/20/2024,neutral,opened,desktop,yes,yes
704,Karine Barclay,Professional,Marketing,Traci Habbal,Middle level management,Marketing,Meeting Scheduling,3/12/2024,positive,opened,desktop,no,yes
705,Karine Barclay,Professional,Marketing,Traci Habbal,Middle level management,Marketing,Meeting Scheduling,3/2/2024,neutral,opened,desktop,no,no
706,Lazarus O'Halleghane,Professional,Marketing,Traci Habbal,Middle level management,Marketing,Operational Issues,3/14/2024,negative,opened,mobile,yes,yes
707,Lazarus O'Halleghane,Professional,Marketing,Traci Habbal,Middle level management,Marketing,HR related topics,3/19/2024,positive,opened,desktop,yes,yes
708,Lazarus O'Halleghane,Professional,Marketing,Traci Habbal,Middle level management,Marketing,Sales and Marketing,3/25/2024,neutral,opened,desktop,yes,yes
709,Lazarus O'Halleghane,Professional,Marketing,Traci Habbal,Middle level management,Marketing,Sales and Marketing,3/12/2024,positive,opened,mobile,yes,yes
710,Lazarus O'Halleghane,Professional,Marketing,Traci Habbal,Middle level management,Marketing,Meeting Scheduling,3/11/2024,neutral,opened,desktop,no,yes
711,Lazarus O'Halleghane,Professional,Marketing,Traci Habbal,Middle level management,Marketing,Operational Issues,3/26/2024,neutral,opened,mobile,yes,yes
712,Lazarus O'Halleghane,Professional,Marketing,Traci Habbal,Middle level management,Marketing,Sales and Marketing,3/18/2024,neutral,opened,desktop,yes,yes
713,Lazarus O'Halleghane,Professional,Marketing,Traci Habbal,Middle level management,Marketing,Sales and Marketing,3/5/2024,negative,opened,desktop,no,yes
714,Lazarus O'Halleghane,Professional,Marketing,Traci Habbal,Middle level management,Marketing,Project Updates,3/5/2024,neutral,opened,desktop,no,yes
715,Lazarus O'Halleghane,Professional,Marketing,Traci Habbal,Middle level management,Marketing,Sales and Marketing,3/11/2024,neutral,opened,desktop,no,yes
716,Lazarus O'Halleghane,Professional,Marketing,Traci Habbal,Middle level management,Marketing,Security Alerts,3/21/2024,positive,unopened,desktop,yes,yes
717,Lazarus O'Halleghane,Professional,Marketing,Traci Habbal,Middle level management,Marketing,Legal Matters,3/20/2024,neutral,opened,desktop,yes,yes
718,Lazarus O'Halleghane,Professional,Marketing,Traci Habbal,Middle level management,Marketing,Sales and Marketing,3/6/2024,positive,opened,mobile,yes,yes
719,Lazarus O'Halleghane,Professional,Marketing,Traci Habbal,Middle level management,Marketing,Meeting Scheduling,3/22/2024,positive,opened,mobile,yes,yes
720,Lazarus O'Halleghane,Professional,Marketing,Traci Habbal,Middle level management,Marketing,Sales and Marketing,3/18/2024,neutral,opened,desktop,yes,yes
721,Roger Tabbernor,Professional,Marketing,Traci Habbal,Middle level management,Marketing,Meeting Scheduling,3/14/2024,neutral,opened,desktop,yes,yes
722,Roger Tabbernor,Professional,Marketing,Traci Habbal,Middle level management,Marketing,Sales and Marketing,3/5/2024,neutral,opened,desktop,no,yes
723,Roger Tabbernor,Professional,Marketing,Traci Habbal,Middle level management,Marketing,Sales and Marketing,3/13/2024,neutral,opened,desktop,yes,yes
724,Roger Tabbernor,Professional,Marketing,Traci Habbal,Middle level management,Marketing,Operational Issues,3/7/2024,positive,unopened,mobile,yes,yes
725,Roger Tabbernor,Professional,Marketing,Traci Habbal,Middle level management,Marketing,Meeting Scheduling,3/29/2024,positive,opened,desktop,yes,yes
726,Roger Tabbernor,Professional,Marketing,Traci Habbal,Middle level management,Marketing,Sales and Marketing,3/12/2024,neutral,opened,desktop,yes,yes
727,Lazarus O'Halleghane,Professional,Marketing,Roger Tabbernor,Professional,Marketing,Sales and Marketing,3/1/2024,neutral,opened,mobile,yes,yes
728,Lazarus O'Halleghane,Professional,Marketing,Roger Tabbernor,Professional,Marketing,Product Development,3/28/2024,neutral,opened,desktop,yes,yes
729,Lazarus O'Halleghane,Professional,Marketing,Roger Tabbernor,Professional,Marketing,Sales and Marketing,3/24/2024,neutral,opened,mobile,no,no
730,Lazarus O'Halleghane,Professional,Marketing,Roger Tabbernor,Professional,Marketing,Sales and Marketing,3/16/2024,neutral,opened,desktop,no,no
731,Lazarus O'Halleghane,Professional,Marketing,Roger Tabbernor,Professional,Marketing,Sales and Marketing,3/18/2024,neutral,opened,desktop,yes,yes
732,Lazarus O'Halleghane,Professional,Marketing,Roger Tabbernor,Professional,Marketing,Meeting Scheduling,3/28/2024,positive,opened,mobile,yes,yes
733,Lazarus O'Halleghane,Professional,Marketing,Roger Tabbernor,Professional,Marketing,Security Alerts,3/19/2024,negative,opened,mobile,yes,yes
734,Lazarus O'Halleghane,Professional,Marketing,Roger Tabbernor,Professional,Marketing,Technical Support,3/13/2024,negative,opened,desktop,yes,yes
735,Lazarus O'Halleghane,Professional,Marketing,Roger Tabbernor,Professional,Marketing,Meeting Scheduling,3/11/2024,positive,opened,desktop,yes,yes
736,Lazarus O'Halleghane,Professional,Marketing,Roger Tabbernor,Professional,Marketing,Operational Issues,3/20/2024,neutral,opened,desktop,yes,yes
737,Lazarus O'Halleghane,Professional,Marketing,Roger Tabbernor,Professional,Marketing,Internal Policies and Procedures,3/20/2024,neutral,opened,desktop,yes,yes
738,Lazarus O'Halleghane,Professional,Marketing,Roger Tabbernor,Professional,Marketing,Sales and Marketing,3/30/2024,negative,opened,mobile,no,no
739,Roger Tabbernor,Professional,Marketing,Lazarus O'Halleghane,Professional,Marketing,Internal Policies and Procedures,3/13/2024,neutral,opened,desktop,yes,yes
740,Roger Tabbernor,Professional,Marketing,Lazarus O'Halleghane,Professional,Marketing,Internal Policies and Procedures,3/22/2024,neutral,opened,desktop,yes,yes
741,Roger Tabbernor,Professional,Marketing,Lazarus O'Halleghane,Professional,Marketing,Meeting Scheduling,3/14/2024,positive,opened,desktop,yes,yes
742,Roger Tabbernor,Professional,Marketing,Lazarus O'Halleghane,Professional,Marketing,Vendor Relations,3/27/2024,negative,opened,mobile,yes,yes
743,Roger Tabbernor,Professional,Marketing,Lazarus O'Halleghane,Professional,Marketing,Legal Matters,3/12/2024,neutral,opened,desktop,yes,yes
744,Roger Tabbernor,Professional,Marketing,Lazarus O'Halleghane,Professional,Marketing,Sales and Marketing,3/12/2024,positive,unopened,desktop,yes,yes
745,Roger Tabbernor,Professional,Marketing,Lazarus O'Halleghane,Professional,Marketing,Sales and Marketing,3/28/2024,neutral,opened,mobile,yes,yes
746,Roger Tabbernor,Professional,Marketing,Lazarus O'Halleghane,Professional,Marketing,Legal Matters,3/12/2024,neutral,opened,desktop,yes,yes
747,Roger Tabbernor,Professional,Marketing,Lazarus O'Halleghane,Professional,Marketing,Sales and Marketing,3/12/2024,neutral,opened,desktop,no,yes
748,Roger Tabbernor,Professional,Marketing,Lazarus O'Halleghane,Professional,Marketing,Internal Policies and Procedures,3/13/2024,positive,opened,desktop,yes,yes
749,Roger Tabbernor,Professional,Marketing,Lazarus O'Halleghane,Professional,Marketing,Project Updates,3/7/2024,neutral,opened,desktop,yes,yes
750,Roger Tabbernor,Professional,Marketing,Lazarus O'Halleghane,Professional,Marketing,Sales and Marketing,3/12/2024,positive,opened,desktop,yes,yes
751,Karine Barclay,Professional,Marketing,Petronille Jouen,Professional,Marketing,Project Updates,3/7/2024,neutral,opened,desktop,yes,yes
752,Karine Barclay,Professional,Marketing,Petronille Jouen,Professional,Marketing,Sales and Marketing,3/20/2024,neutral,unopened,mobile,yes,yes
753,Karine Barclay,Professional,Marketing,Petronille Jouen,Professional,Marketing,Vendor Relations,3/7/2024,positive,opened,desktop,no,yes
754,Karine Barclay,Professional,Marketing,Petronille Jouen,Professional,Marketing,Sales and Marketing,3/7/2024,neutral,opened,desktop,yes,yes
755,Petronille Jouen,Professional,Marketing,Karine Barclay,Professional,Marketing,Sales and Marketing,3/26/2024,positive,opened,desktop,yes,yes
756,Petronille Jouen,Professional,Marketing,Karine Barclay,Professional,Marketing,Operational Issues,3/29/2024,negative,opened,desktop,yes,yes
757,Petronille Jouen,Professional,Marketing,Karine Barclay,Professional,Marketing,Operational Issues,3/20/2024,positive,opened,desktop,yes,yes
758,Roger Tabbernor,Professional,Marketing,Lazarus O'Halleghane,Professional,Marketing,Internal Policies and Procedures,3/28/2024,negative,opened,desktop,yes,yes
759,Roger Tabbernor,Professional,Marketing,Lazarus O'Halleghane,Professional,Marketing,Training and Development,3/20/2024,negative,opened,desktop,yes,yes
760,Roger Tabbernor,Professional,Marketing,Lazarus O'Halleghane,Professional,Marketing,Sales and Marketing,3/26/2024,neutral,opened,desktop,yes,yes
761,Roger Tabbernor,Professional,Marketing,Lazarus O'Halleghane,Professional,Marketing,Meeting Scheduling,3/14/2024,neutral,opened,mobile,yes,yes
762,Roger Tabbernor,Professional,Marketing,Lazarus O'Halleghane,Professional,Marketing,Internal Policies and Procedures,3/5/2024,neutral,opened,desktop,no,yes
763,Roger Tabbernor,Professional,Marketing,Lazarus O'Halleghane,Professional,Marketing,Client Related Communication,3/27/2024,positive,opened,mobile,yes,yes
764,Roger Tabbernor,Professional,Marketing,Lazarus O'Halleghane,Professional,Marketing,Sales and Marketing,3/5/2024,neutral,opened,desktop,yes,yes
765,Lazarus O'Halleghane,Professional,Marketing,Roger Tabbernor,Professional,Marketing,Meeting Scheduling,3/22/2024,neutral,opened,desktop,yes,yes
766,Lazarus O'Halleghane,Professional,Marketing,Roger Tabbernor,Professional,Marketing,Operational Issues,3/28/2024,positive,opened,desktop,yes,yes
767,Lazarus O'Halleghane,Professional,Marketing,Roger Tabbernor,Professional,Marketing,Sales and Marketing,3/5/2024,positive,opened,desktop,yes,yes
768,Dorie Parradine,Professional,Marketing,Roger Tabbernor,Professional,Marketing,Sales and Marketing,3/14/2024,neutral,opened,mobile,yes,yes
769,Dorie Parradine,Professional,Marketing,Roger Tabbernor,Professional,Marketing,Project Updates,3/29/2024,positive,opened,desktop,yes,yes
770,Dorie Parradine,Professional,Marketing,Roger Tabbernor,Professional,Marketing,Legal Matters,3/6/2024,negative,opened,desktop,yes,yes
771,Roger Tabbernor,Professional,Marketing,Dorie Parradine,Professional,Marketing,Sales and Marketing,3/22/2024,neutral,unopened,desktop,yes,yes
772,Jorey Deguara,Middle level management,Product development,Rodrique Coulston,Professional,Product development,Legal Matters,3/14/2024,neutral,opened,desktop,yes,yes
773,Jorey Deguara,Middle level management,Product development,Rodrique Coulston,Professional,Product development,Operational Issues,3/2/2024,neutral,opened,desktop,no,no
774,Jorey Deguara,Middle level management,Product development,Rodrique Coulston,Professional,Product development,Product Development,3/6/2024,positive,opened,desktop,no,yes
775,Jorey Deguara,Middle level management,Product development,Rodrique Coulston,Professional,Product development,Training and Development,3/5/2024,neutral,unopened,desktop,no,yes
776,Jorey Deguara,Middle level management,Product development,Rodrique Coulston,Professional,Product development,Project Updates,3/1/2024,neutral,opened,desktop,yes,yes
777,Jorey Deguara,Middle level management,Product development,Rodrique Coulston,Professional,Product development,Product Development,3/7/2024,neutral,opened,mobile,no,yes
778,Jorey Deguara,Middle level management,Product development,Rodrique Coulston,Professional,Product development,Product Development,3/5/2024,neutral,opened,desktop,no,yes
779,Rodrique Coulston,Professional,Product development,Jorey Deguara,Middle level management,Product development,Product Development,3/7/2024,positive,opened,mobile,no,yes
780,Rodrique Coulston,Professional,Product development,Jorey Deguara,Middle level management,Product development,Training and Development,3/28/2024,neutral,opened,desktop,yes,yes
781,Rodrique Coulston,Professional,Product development,Jorey Deguara,Middle level management,Product development,Internal Policies and Procedures,3/2/2024,neutral,opened,mobile,no,no
782,Rodrique Coulston,Professional,Product development,Jorey Deguara,Middle level management,Product development,Product Development,3/6/2024,positive,unopened,mobile,yes,yes
783,Rodrique Coulston,Professional,Product development,Jorey Deguara,Middle level management,Product development,Product Development,3/3/2024,negative,opened,desktop,no,no
784,Jorey Deguara,Middle level management,Product development,Lisette Loweth,Professional,Product development,Project Updates,3/11/2024,neutral,opened,mobile,yes,yes
785,Jorey Deguara,Middle level management,Product development,Lisette Loweth,Professional,Product development,Operational Issues,3/22/2024,neutral,opened,desktop,yes,yes
786,Jorey Deguara,Middle level management,Product development,Lisette Loweth,Professional,Product development,Product Development,3/17/2024,neutral,opened,mobile,no,no
787,Jorey Deguara,Middle level management,Product development,Lisette Loweth,Professional,Product development,Meeting Scheduling,3/14/2024,positive,opened,mobile,yes,yes
788,Jorey Deguara,Middle level management,Product development,Lisette Loweth,Professional,Product development,Project Updates,3/13/2024,positive,opened,desktop,no,yes
789,Jorey Deguara,Middle level management,Product development,Lisette Loweth,Professional,Product development,Product Development,3/15/2024,positive,opened,desktop,yes,yes
790,Jorey Deguara,Middle level management,Product development,Lisette Loweth,Professional,Product development,Product Development,3/25/2024,neutral,opened,desktop,no,yes
791,Jorey Deguara,Middle level management,Product development,Lisette Loweth,Professional,Product development,Product Development,3/7/2024,negative,unopened,desktop,yes,yes
792,Jorey Deguara,Middle level management,Product development,Lisette Loweth,Professional,Product development,Project Updates,3/13/2024,positive,opened,desktop,yes,yes
793,Lisette Loweth,Professional,Product development,Jorey Deguara,Middle level management,Product development,Product Development,3/28/2024,positive,opened,desktop,yes,yes
794,Lisette Loweth,Professional,Product development,Jorey Deguara,Middle level management,Product development,Project Updates,3/30/2024,neutral,unopened,desktop,no,no
795,Lisette Loweth,Professional,Product development,Jorey Deguara,Middle level management,Product development,Product Development,3/8/2024,negative,opened,desktop,yes,yes
796,Lisette Loweth,Professional,Product development,Jorey Deguara,Middle level management,Product development,Operational Issues,3/7/2024,neutral,opened,desktop,yes,yes
797,Lisette Loweth,Professional,Product development,Jorey Deguara,Middle level management,Product development,Sales and Marketing,3/13/2024,neutral,opened,desktop,yes,yes
798,Lisette Loweth,Professional,Product development,Jorey Deguara,Middle level management,Product development,Product Development,3/3/2024,positive,opened,mobile,no,no
799,Lisette Loweth,Professional,Product development,Jorey Deguara,Middle level management,Product development,Meeting Scheduling,3/21/2024,neutral,opened,desktop,yes,yes
800,Lisette Loweth,Professional,Product development,Jorey Deguara,Middle level management,Product development,Training and Development,3/14/2024,neutral,opened,desktop,yes,yes
801,Jorey Deguara,Middle level management,Product development,Minette Southard,Professional,Product development,Product Development,3/7/2024,neutral,opened,desktop,yes,yes
802,Jorey Deguara,Middle level management,Product development,Minette Southard,Professional,Product development,Product Development,3/14/2024,positive,opened,desktop,yes,yes
803,Jorey Deguara,Middle level management,Product development,Minette Southard,Professional,Product development,Internal Policies and Procedures,3/8/2024,negative,opened,desktop,yes,yes
804,Jorey Deguara,Middle level management,Product development,Minette Southard,Professional,Product development,Project Updates,3/28/2024,positive,opened,desktop,yes,yes
805,Jorey Deguara,Middle level management,Product development,Minette Southard,Professional,Product development,HR related topics,3/22/2024,neutral,opened,desktop,yes,yes
